locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHECGBEH_05375	gene	1218				
AHECGBEH_05376	CDS	564				transcriptional regulator
AHECGBEH_05376	gene	564				
AHECGBEH_05377	CDS	1602				ABC transporter
AHECGBEH_05377	gene	1602				
AHECGBEH_05378	CDS	1452	opdP			glycine-glutamate dipeptide porin OpdP
AHECGBEH_05378	gene	1452	opdP			
AHECGBEH_05379	CDS	1596				ABC transporter
AHECGBEH_05379	gene	1596				
AHECGBEH_05380	CDS	1011				ABC transporter permease
AHECGBEH_05380	gene	1011				
AHECGBEH_05381	CDS	912				ABC transporter permease
AHECGBEH_05381	gene	912				
AHECGBEH_05382	CDS	975				ABC transporter ATP-binding protein
AHECGBEH_05382	gene	975				
AHECGBEH_05383	CDS	972				peptide ABC transporter ATP-binding protein
AHECGBEH_05383	gene	972				
AHECGBEH_05384	CDS	633				leucine export protein LeuE
AHECGBEH_05384	gene	633				
AHECGBEH_05385	CDS	474				transcriptional regulator
AHECGBEH_05385	gene	474				
AHECGBEH_05386	CDS	930	ybgK_2		COG1984	putative protein YbgK
AHECGBEH_05386	gene	930	ybgK_2			
AHECGBEH_05387	CDS	678	kipI_3		COG2049	Kinase A inhibitor
AHECGBEH_05387	gene	678	kipI_3			
AHECGBEH_05388	CDS	756				hypothetical protein
AHECGBEH_05388	gene	756				
AHECGBEH_05389	CDS	900	lpxO1			lipopolysaccharide biosynthetic protein LpxO
AHECGBEH_05389	gene	900	lpxO1			
AHECGBEH_05390	CDS	2553				oxidoreductase
AHECGBEH_05390	gene	2553				
AHECGBEH_05391	CDS	2301				iron transport outer membrane receptor
AHECGBEH_05391	gene	2301				
AHECGBEH_05392	CDS	729				hydroxylase
AHECGBEH_05392	gene	729				
AHECGBEH_05393	CDS	816	esiB			Secretory immunoglobulin A-binding protein EsiB
AHECGBEH_05393	gene	816	esiB			
AHECGBEH_05394	CDS	1803	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
AHECGBEH_05394	gene	1803	eptC			
AHECGBEH_05395	CDS	426				hypothetical protein
AHECGBEH_05395	gene	426				
AHECGBEH_05396	CDS	1164	speC			ornithine decarboxylase
AHECGBEH_05396	gene	1164	speC			
AHECGBEH_05397	CDS	2022				chemotaxis transducer
AHECGBEH_05397	gene	2022				
AHECGBEH_05398	CDS	837				hypothetical protein
AHECGBEH_05398	gene	837				
AHECGBEH_05399	CDS	567	ampD			N-acetyl-anhydromuranmyl-L-alanine amidase
AHECGBEH_05399	gene	567	ampD			
AHECGBEH_05400	CDS	438			COG3039	IS5 family transposase ISPst8
AHECGBEH_05400	gene	438				
AHECGBEH_05401	CDS	369			COG3039	IS5 family transposase ISPst8
AHECGBEH_05401	gene	369				
AHECGBEH_05402	CDS	2256				hypothetical protein
AHECGBEH_05402	gene	2256				
AHECGBEH_05403	CDS	849	nadC	2.4.2.19		nicotinate-nucleotide pyrophosphorylase
AHECGBEH_05403	gene	849	nadC			
AHECGBEH_05404	tRNA	76				tRNA-Thr(cgt)
AHECGBEH_05404	gene	76				
AHECGBEH_05405	CDS	1314				hypothetical protein
AHECGBEH_05405	gene	1314				
AHECGBEH_05406	CDS	465	pilA			type 4 fimbrial protein PilA
AHECGBEH_05406	gene	465	pilA			
AHECGBEH_05407	CDS	1701	pilB			type 4 fimbrial biogenesis protein PilB
AHECGBEH_05407	gene	1701	pilB			
AHECGBEH_05408	CDS	1218				type II secretion system protein
AHECGBEH_05408	gene	1218				
AHECGBEH_05409	CDS	873	pilD			type 4 prepilin peptidase PilD
AHECGBEH_05409	gene	873	pilD			
AHECGBEH_05410	CDS	612	coaE	2.7.1.24		dephospho-CoA kinase
AHECGBEH_05410	gene	612	coaE			
AHECGBEH_05411	CDS	201				zinc-binding protein
AHECGBEH_05411	gene	201				
AHECGBEH_05412	CDS	210				hypothetical protein
AHECGBEH_05412	gene	210				
AHECGBEH_05413	CDS	690				hypothetical protein
AHECGBEH_05413	gene	690				
AHECGBEH_05414	CDS	471				hypothetical protein
AHECGBEH_05414	gene	471				
AHECGBEH_05415	CDS	426	ypeA	2.3.1.-		Acetyltransferase YpeA
AHECGBEH_05415	gene	426	ypeA			
AHECGBEH_05416	CDS	630				hypothetical protein
AHECGBEH_05416	gene	630				
AHECGBEH_05417	CDS	450				hypothetical protein
AHECGBEH_05417	gene	450				
AHECGBEH_05418	CDS	171				hypothetical protein
AHECGBEH_05418	gene	171				
AHECGBEH_05419	CDS	1308	ndh			NADH dehydrogenase
AHECGBEH_05419	gene	1308	ndh			
AHECGBEH_05420	CDS	1059	zapE_3		COG1485	Cell division protein ZapE
AHECGBEH_05420	gene	1059	zapE_3			
AHECGBEH_05421	CDS	1626	hxuB_1		COG2831	Heme/hemopexin transporter protein HuxB
AHECGBEH_05421	gene	1626	hxuB_1			
AHECGBEH_05422	CDS	4200				hypothetical protein
AHECGBEH_05422	gene	4200				
AHECGBEH_05423	CDS	867	soj_4			chromosome partitioning protein Soj
AHECGBEH_05423	gene	867	soj_4			
AHECGBEH_05424	CDS	738				hypothetical protein
AHECGBEH_05424	gene	738				
AHECGBEH_05425	CDS	498				hypothetical protein
AHECGBEH_05425	gene	498				
AHECGBEH_05426	CDS	1152				hypothetical protein
AHECGBEH_05426	gene	1152				
AHECGBEH_05427	CDS	702				hypothetical protein
AHECGBEH_05427	gene	702				
AHECGBEH_05428	CDS	708				hypothetical protein
AHECGBEH_05428	gene	708				
AHECGBEH_05429	CDS	225				hypothetical protein
AHECGBEH_05429	gene	225				
AHECGBEH_05430	CDS	1344	dnaB_2			replicative DNA helicase
AHECGBEH_05430	gene	1344	dnaB_2			
AHECGBEH_05431	CDS	681				hypothetical protein
AHECGBEH_05431	gene	681				
AHECGBEH_05432	CDS	186				hypothetical protein
AHECGBEH_05432	gene	186				
AHECGBEH_05433	CDS	528				hypothetical protein
AHECGBEH_05433	gene	528				
AHECGBEH_05434	CDS	258				hypothetical protein
AHECGBEH_05434	gene	258				
AHECGBEH_05435	CDS	174				hypothetical protein
AHECGBEH_05435	gene	174				
AHECGBEH_05436	CDS	234				hypothetical protein
AHECGBEH_05436	gene	234				
AHECGBEH_05437	CDS	1023				nucleoid-associated protein NdpA
AHECGBEH_05437	gene	1023				
AHECGBEH_05438	CDS	891				hypothetical protein
AHECGBEH_05438	gene	891				
AHECGBEH_05439	CDS	270				hypothetical protein
AHECGBEH_05439	gene	270				
AHECGBEH_05440	CDS	1728				hypothetical protein
AHECGBEH_05440	gene	1728				
AHECGBEH_05441	CDS	756				hypothetical protein
AHECGBEH_05441	gene	756				
AHECGBEH_05442	CDS	1332				hypothetical protein
AHECGBEH_05442	gene	1332				
AHECGBEH_05443	CDS	2385				hypothetical protein
AHECGBEH_05443	gene	2385				
AHECGBEH_05444	CDS	198				hypothetical protein
AHECGBEH_05444	gene	198				
AHECGBEH_05445	CDS	729				hypothetical protein
AHECGBEH_05445	gene	729				
AHECGBEH_05446	CDS	549				hypothetical protein
AHECGBEH_05446	gene	549				
AHECGBEH_05447	CDS	831				hypothetical protein
AHECGBEH_05447	gene	831				
AHECGBEH_05448	CDS	489				Single-stranded DNA-binding protein
AHECGBEH_05448	gene	489				
AHECGBEH_05449	CDS	1920	topA_3	5.99.1.2		DNA topoisomerase I
AHECGBEH_05449	gene	1920	topA_3			
AHECGBEH_05450	CDS	753				hypothetical protein
AHECGBEH_05450	gene	753				
AHECGBEH_05451	CDS	1890				hypothetical protein
AHECGBEH_05451	gene	1890				
AHECGBEH_05452	CDS	1974	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
AHECGBEH_05452	gene	1974	rapA_2			
AHECGBEH_05453	CDS	1125				hypothetical protein
AHECGBEH_05453	gene	1125				
AHECGBEH_05454	CDS	1710				hypothetical protein
AHECGBEH_05454	gene	1710				
AHECGBEH_05455	CDS	1326				hypothetical protein
AHECGBEH_05455	gene	1326				
AHECGBEH_05456	CDS	534				hypothetical protein
AHECGBEH_05456	gene	534				
AHECGBEH_05457	CDS	1581				hypothetical protein
AHECGBEH_05457	gene	1581				
AHECGBEH_05458	CDS	1080	tcpE			Toxin coregulated pilus biosynthesis protein E
AHECGBEH_05458	gene	1080	tcpE			
AHECGBEH_05459	CDS	531				hypothetical protein
AHECGBEH_05459	gene	531				
AHECGBEH_05460	CDS	957	pilT_2			twitching motility protein PilT
AHECGBEH_05460	gene	957	pilT_2			
AHECGBEH_05461	CDS	1380				hypothetical protein
AHECGBEH_05461	gene	1380				
AHECGBEH_05462	CDS	438				hypothetical protein
AHECGBEH_05462	gene	438				
AHECGBEH_05463	CDS	567				hypothetical protein
AHECGBEH_05463	gene	567				
AHECGBEH_05464	CDS	180				hypothetical protein
AHECGBEH_05464	gene	180				
AHECGBEH_05465	CDS	135				hypothetical protein
AHECGBEH_05465	gene	135				
AHECGBEH_05466	CDS	489				hypothetical protein
AHECGBEH_05466	gene	489				
AHECGBEH_05467	CDS	159				hypothetical protein
AHECGBEH_05467	gene	159				
AHECGBEH_05468	CDS	198				hypothetical protein
AHECGBEH_05468	gene	198				
AHECGBEH_05469	CDS	714				hypothetical protein
AHECGBEH_05469	gene	714				
AHECGBEH_05470	CDS	351				hypothetical protein
AHECGBEH_05470	gene	351				
AHECGBEH_05471	CDS	633				hypothetical protein
AHECGBEH_05471	gene	633				
AHECGBEH_05472	CDS	276				hypothetical protein
AHECGBEH_05472	gene	276				
AHECGBEH_05473	CDS	363				hypothetical protein
AHECGBEH_05473	gene	363				
AHECGBEH_05474	CDS	261				hypothetical protein
AHECGBEH_05474	gene	261				
AHECGBEH_05475	CDS	606				hypothetical protein
AHECGBEH_05475	gene	606				
AHECGBEH_05476	CDS	1446				hypothetical protein
AHECGBEH_05476	gene	1446				
AHECGBEH_05477	CDS	2250				hypothetical protein
AHECGBEH_05477	gene	2250				
AHECGBEH_05478	CDS	255				hypothetical protein
AHECGBEH_05478	gene	255				
AHECGBEH_05479	CDS	198				hypothetical protein
AHECGBEH_05479	gene	198				
AHECGBEH_05480	CDS	693				hypothetical protein
AHECGBEH_05480	gene	693				
AHECGBEH_05481	CDS	756				hypothetical protein
AHECGBEH_05481	gene	756				
AHECGBEH_05482	CDS	582				hypothetical protein
AHECGBEH_05482	gene	582				
AHECGBEH_05483	CDS	501				hypothetical protein
AHECGBEH_05483	gene	501				
AHECGBEH_05484	CDS	270				hypothetical protein
AHECGBEH_05484	gene	270				
AHECGBEH_05485	CDS	2232				hypothetical protein
AHECGBEH_05485	gene	2232				
AHECGBEH_05486	CDS	747				hypothetical protein
AHECGBEH_05486	gene	747				
AHECGBEH_05487	CDS	1482	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
AHECGBEH_05487	gene	1482	addA			
AHECGBEH_05488	CDS	1110				hypothetical protein
AHECGBEH_05488	gene	1110				
AHECGBEH_05489	CDS	300				hypothetical protein
AHECGBEH_05489	gene	300				
AHECGBEH_05490	CDS	339				hypothetical protein
AHECGBEH_05490	gene	339				
AHECGBEH_05491	CDS	150				hypothetical protein
AHECGBEH_05491	gene	150				
AHECGBEH_05492	CDS	357				hypothetical protein
AHECGBEH_05492	gene	357				
AHECGBEH_05493	CDS	387				hypothetical protein
AHECGBEH_05493	gene	387				
AHECGBEH_05494	CDS	660				hypothetical protein
AHECGBEH_05494	gene	660				
AHECGBEH_05495	CDS	885				hypothetical protein
AHECGBEH_05495	gene	885				
AHECGBEH_05496	CDS	1506				hypothetical protein
AHECGBEH_05496	gene	1506				
AHECGBEH_05497	CDS	444				hypothetical protein
AHECGBEH_05497	gene	444				
AHECGBEH_05498	CDS	2952				hypothetical protein
AHECGBEH_05498	gene	2952				
AHECGBEH_05499	CDS	285				hypothetical protein
AHECGBEH_05499	gene	285				
AHECGBEH_05500	CDS	663				hypothetical protein
AHECGBEH_05500	gene	663				
AHECGBEH_05501	CDS	843				hypothetical protein
AHECGBEH_05501	gene	843				
AHECGBEH_05502	CDS	180				hypothetical protein
AHECGBEH_05502	gene	180				
AHECGBEH_05503	CDS	219				hypothetical protein
AHECGBEH_05503	gene	219				
AHECGBEH_05504	CDS	939				hypothetical protein
AHECGBEH_05504	gene	939				
AHECGBEH_05505	CDS	1383				hypothetical protein
AHECGBEH_05505	gene	1383				
AHECGBEH_05506	CDS	348				hypothetical protein
AHECGBEH_05506	gene	348				
AHECGBEH_05507	CDS	1515				hypothetical protein
AHECGBEH_05507	gene	1515				
AHECGBEH_05508	CDS	339				hypothetical protein
AHECGBEH_05508	gene	339				
AHECGBEH_05509	CDS	273				hypothetical protein
AHECGBEH_05509	gene	273				
AHECGBEH_05510	CDS	360				hypothetical protein
AHECGBEH_05510	gene	360				
AHECGBEH_05511	CDS	918				hypothetical protein
AHECGBEH_05511	gene	918				
AHECGBEH_05512	CDS	240				hypothetical protein
AHECGBEH_05512	gene	240				
AHECGBEH_05513	CDS	783				IS256 family transposase ISRso7
AHECGBEH_05513	gene	783				
AHECGBEH_05514	CDS	1923				hypothetical protein
AHECGBEH_05514	gene	1923				
AHECGBEH_05515	CDS	1302	xerC_1			Tyrosine recombinase XerC
AHECGBEH_05515	gene	1302	xerC_1			
AHECGBEH_05516	tRNA	76				tRNA-Lys(ttt)
AHECGBEH_05516	gene	76				
AHECGBEH_05517	tRNA	77				tRNA-Pro(tgg)
AHECGBEH_05517	gene	77				
AHECGBEH_05518	tRNA	76				tRNA-Asn(gtt)
AHECGBEH_05518	gene	76				
AHECGBEH_05519	CDS	2565	clpB			chaperone protein ClpB
AHECGBEH_05519	gene	2565	clpB			
AHECGBEH_05520	CDS	729	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
AHECGBEH_05520	gene	729	yfiH			
AHECGBEH_05521	CDS	963	rluD			pseudouridine synthase
AHECGBEH_05521	gene	963	rluD			
AHECGBEH_05522	CDS	1026	comL			competence protein ComL
AHECGBEH_05522	gene	1026	comL			
AHECGBEH_05523	CDS	246				hypothetical protein
AHECGBEH_05523	gene	246				
AHECGBEH_05524	CDS	1593	pilS			two-component sensor PilS
AHECGBEH_05524	gene	1593	pilS			
AHECGBEH_05525	CDS	1338	pilR			two-component response regulator PilR
AHECGBEH_05525	gene	1338	pilR			
AHECGBEH_05526	CDS	1095				D-amino acid oxidase
AHECGBEH_05526	gene	1095				
AHECGBEH_05527	CDS	510	fimT			type 4 fimbrial biogenesis protein FimT
AHECGBEH_05527	gene	510	fimT			
AHECGBEH_05528	CDS	507	fimU			type 4 fimbrial biogenesis protein FimU
AHECGBEH_05528	gene	507	fimU			
AHECGBEH_05529	CDS	558	pilV			type 4 fimbrial biogenesis protein PilV
AHECGBEH_05529	gene	558	pilV			
AHECGBEH_05530	CDS	825	pilW			type 4 fimbrial biogenesis protein PilW
AHECGBEH_05530	gene	825	pilW			
AHECGBEH_05531	CDS	588	pilX			type 4 fimbrial biogenesis protein PilX
AHECGBEH_05531	gene	588	pilX			
AHECGBEH_05532	CDS	3492	pilY1			type 4 fimbrial biogenesis protein PilY1
AHECGBEH_05532	gene	3492	pilY1			
AHECGBEH_05533	CDS	348	pilY2			type 4 fimbrial biogenesis protein PilY2
AHECGBEH_05533	gene	348	pilY2			
AHECGBEH_05534	CDS	426	pilE			type 4 fimbrial biogenesis protein PilE
AHECGBEH_05534	gene	426	pilE			
AHECGBEH_05535	CDS	945	lytB	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AHECGBEH_05535	gene	945	lytB			
AHECGBEH_05536	CDS	441				FkbP-type peptidyl-prolyl cis-trans isomerase
AHECGBEH_05536	gene	441				
AHECGBEH_05537	CDS	510	lspA_2	3.4.23.36		lipoprotein signal peptidase
AHECGBEH_05537	gene	510	lspA_2			
AHECGBEH_05538	CDS	2832	ileS	6.1.1.5		isoleucine--tRNA ligase
AHECGBEH_05538	gene	2832	ileS			
AHECGBEH_05539	CDS	939	ribF	2.7.1.26		bifunctional riboflavin kinase/FMN adenylyltransferase
AHECGBEH_05539	gene	939	ribF			
AHECGBEH_05540	CDS	1497	murJ		COG0728	putative lipid II flippase MurJ
AHECGBEH_05540	gene	1497	murJ			
AHECGBEH_05541	CDS	276	rpsT			30S ribosomal protein S20
AHECGBEH_05541	gene	276	rpsT			
AHECGBEH_05542	CDS	465				hypothetical protein
AHECGBEH_05542	gene	465				
AHECGBEH_05543	CDS	1119	proB	2.7.2.11		gamma-glutamyl kinase
AHECGBEH_05543	gene	1119	proB			
AHECGBEH_05544	CDS	1221	obg			GTPase ObgE
AHECGBEH_05544	gene	1221	obg			
AHECGBEH_05545	CDS	258	rpmA			50S ribosomal protein L27
AHECGBEH_05545	gene	258	rpmA			
AHECGBEH_05546	CDS	312	rplU			50S ribosomal protein L21
AHECGBEH_05546	gene	312	rplU			
AHECGBEH_05547	CDS	969	ispB			octaprenyl-diphosphate synthase
AHECGBEH_05547	gene	969	ispB			
AHECGBEH_05548	CDS	225				hypothetical protein
AHECGBEH_05548	gene	225				
AHECGBEH_05549	CDS	2028				cytochrome C
AHECGBEH_05549	gene	2028				
AHECGBEH_05550	CDS	618	fklB			peptidyl-prolyl cis-trans isomerase FklB
AHECGBEH_05550	gene	618	fklB			
AHECGBEH_05551	CDS	306				hypothetical protein
AHECGBEH_05551	gene	306				
AHECGBEH_05552	CDS	489				hypothetical protein
AHECGBEH_05552	gene	489				
AHECGBEH_05553	CDS	342				hypothetical protein
AHECGBEH_05553	gene	342				
AHECGBEH_05554	CDS	2454				ATP-dependent protease
AHECGBEH_05554	gene	2454				
AHECGBEH_05555	CDS	327				hypothetical protein
AHECGBEH_05555	gene	327				
AHECGBEH_05556	CDS	489				hypothetical protein
AHECGBEH_05556	gene	489				
AHECGBEH_05557	CDS	1857				hypothetical protein
AHECGBEH_05557	gene	1857				
AHECGBEH_05558	CDS	555	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
AHECGBEH_05558	gene	555	ybiA			
AHECGBEH_05559	CDS	1596	rtcR			transcriptional regulator RtcR
AHECGBEH_05559	gene	1596	rtcR			
AHECGBEH_05560	tRNA	74				tRNA-Arg(acg)
AHECGBEH_05560	gene	74				
AHECGBEH_05561	CDS	1146				hypothetical protein
AHECGBEH_05561	gene	1146				
AHECGBEH_05562	CDS	1215	rtcB_2	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AHECGBEH_05562	gene	1215	rtcB_2			
AHECGBEH_05563	CDS	813				hypothetical protein
AHECGBEH_05563	gene	813				
AHECGBEH_05564	CDS	1026	rtcA	6.5.1.4		RNA 3'-terminal-phosphate cyclase
AHECGBEH_05564	gene	1026	rtcA			
AHECGBEH_05565	CDS	378				hypothetical protein
AHECGBEH_05565	gene	378				
AHECGBEH_05566	CDS	1041	ccpR			cytochrome C551 peroxidase
AHECGBEH_05566	gene	1041	ccpR			
AHECGBEH_05567	CDS	1338	gdhA	1.4.1.4		glutamate dehydrogenase
AHECGBEH_05567	gene	1338	gdhA			
AHECGBEH_05568	CDS	1437	ompP1		COG2067	Outer membrane protein P1
AHECGBEH_05568	gene	1437	ompP1			
AHECGBEH_05569	CDS	489	pra			protein activator
AHECGBEH_05569	gene	489	pra			
AHECGBEH_05570	CDS	1278				multidrug resistance protein
AHECGBEH_05570	gene	1278				
AHECGBEH_05571	CDS	1482				hypothetical protein
AHECGBEH_05571	gene	1482				
AHECGBEH_05572	CDS	1194				ABC transporter permease
AHECGBEH_05572	gene	1194				
AHECGBEH_05573	CDS	714				ABC transporter ATP-binding protein
AHECGBEH_05573	gene	714				
AHECGBEH_05574	CDS	1665				ABC transporter ATP-binding protein
AHECGBEH_05574	gene	1665				
AHECGBEH_05575	CDS	252				hypothetical protein
AHECGBEH_05575	gene	252				
AHECGBEH_05576	CDS	636				transcriptional regulator
AHECGBEH_05576	gene	636				
AHECGBEH_05577	CDS	1440	oprJ			multidrug efflux outer membrane protein OprJ
AHECGBEH_05577	gene	1440	oprJ			
AHECGBEH_05578	CDS	3132	mexD			resistance-nodulation-cell division (RND) multidrug efflux transporter MexD
AHECGBEH_05578	gene	3132	mexD			
AHECGBEH_05579	CDS	1065	mexC			resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC
AHECGBEH_05579	gene	1065	mexC			
AHECGBEH_05580	CDS	564	nfxB			transcriptional regulator NfxB
AHECGBEH_05580	gene	564	nfxB			
AHECGBEH_05581	CDS	4248	morA			motility regulator
AHECGBEH_05581	gene	4248	morA			
AHECGBEH_05582	CDS	1254	glyA3	2.1.2.1		serine hydroxymethyltransferase
AHECGBEH_05582	gene	1254	glyA3			
AHECGBEH_05583	CDS	375				hypothetical protein
AHECGBEH_05583	gene	375				
AHECGBEH_05584	CDS	1005				cobalamin biosynthesis protein CobW
AHECGBEH_05584	gene	1005				
AHECGBEH_05585	CDS	204				hypothetical protein
AHECGBEH_05585	gene	204				
AHECGBEH_05586	CDS	2067	btsT		COG1966	Pyruvate/proton symporter BtsT
AHECGBEH_05586	gene	2067	btsT			
AHECGBEH_05587	CDS	507				hypothetical protein
AHECGBEH_05587	gene	507				
AHECGBEH_05588	CDS	378				Cyclic diguanosine monophosphate-binding protein
AHECGBEH_05588	gene	378				
AHECGBEH_05589	CDS	1362	radA			DNA repair protein RadA
AHECGBEH_05589	gene	1362	radA			
AHECGBEH_05590	CDS	435				hypothetical protein
AHECGBEH_05590	gene	435				
AHECGBEH_05591	CDS	255				hypothetical protein
AHECGBEH_05591	gene	255				
AHECGBEH_05592	CDS	543				hypothetical protein
AHECGBEH_05592	gene	543				
AHECGBEH_05593	CDS	1542	katB			catalase
AHECGBEH_05593	gene	1542	katB			
AHECGBEH_05594	CDS	414	mscL			large-conductance mechanosensitive channel
AHECGBEH_05594	gene	414	mscL			
AHECGBEH_05595	CDS	777				oxidoreductase
AHECGBEH_05595	gene	777				
AHECGBEH_05596	CDS	999				C4-dicarboxylate-binding protein
AHECGBEH_05596	gene	999				
AHECGBEH_05597	CDS	1125	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
AHECGBEH_05597	gene	1125	rlmG			
AHECGBEH_05598	CDS	576	pucB		COG2068	Purine catabolism protein PucB
AHECGBEH_05598	gene	576	pucB			
AHECGBEH_05599	CDS	972	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
AHECGBEH_05599	gene	972	pucA			
AHECGBEH_05600	CDS	1248				cytochrome C
AHECGBEH_05600	gene	1248				
AHECGBEH_05601	CDS	540				oxidoreductase
AHECGBEH_05601	gene	540				
AHECGBEH_05602	CDS	2832				oxidoreductase
AHECGBEH_05602	gene	2832				
AHECGBEH_05603	CDS	1212				major facilitator superfamily transporter
AHECGBEH_05603	gene	1212				
AHECGBEH_05604	CDS	390				hypothetical protein
AHECGBEH_05604	gene	390				
AHECGBEH_05605	CDS	1707	hxuB_2		COG2831	Heme/hemopexin transporter protein HuxB
AHECGBEH_05605	gene	1707	hxuB_2			
AHECGBEH_05606	CDS	6465				hypothetical protein
AHECGBEH_05606	gene	6465				
AHECGBEH_05607	CDS	972	hprA	1.1.1.29		glycerate dehydrogenase
AHECGBEH_05607	gene	972	hprA			
AHECGBEH_05608	CDS	999				16S rRNA methyltransferase
AHECGBEH_05608	gene	999				
AHECGBEH_05609	CDS	1464	lysP			lysine-specific permease
AHECGBEH_05609	gene	1464	lysP			
AHECGBEH_05610	CDS	579	mneA			Putative manganese exporter
AHECGBEH_05610	gene	579	mneA			
AHECGBEH_05611	CDS	444				hypothetical protein
AHECGBEH_05611	gene	444				
AHECGBEH_05612	CDS	990				hypothetical protein
AHECGBEH_05612	gene	990				
AHECGBEH_05613	CDS	822	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
AHECGBEH_05613	gene	822	bepA_2			
AHECGBEH_05614	CDS	2139				chemotaxis transducer
AHECGBEH_05614	gene	2139				
AHECGBEH_05615	CDS	615				hypothetical protein
AHECGBEH_05615	gene	615				
AHECGBEH_05616	CDS	705				transporter
AHECGBEH_05616	gene	705				
AHECGBEH_05617	CDS	264				hypothetical protein
AHECGBEH_05617	gene	264				
AHECGBEH_05618	CDS	183				hypothetical protein
AHECGBEH_05618	gene	183				
AHECGBEH_05619	CDS	1161				hypothetical protein
AHECGBEH_05619	gene	1161				
AHECGBEH_05620	CDS	279				hypothetical protein
AHECGBEH_05620	gene	279				
AHECGBEH_05621	CDS	207				hypothetical protein
AHECGBEH_05621	gene	207				
AHECGBEH_05622	CDS	588				hypothetical protein
AHECGBEH_05622	gene	588				
AHECGBEH_05623	CDS	1524	mqoB	1.1.5.4		malate:quinone oxidoreductase
AHECGBEH_05623	gene	1524	mqoB			
AHECGBEH_05624	CDS	414				hypothetical protein
AHECGBEH_05624	gene	414				
AHECGBEH_05625	CDS	291				hypothetical protein
AHECGBEH_05625	gene	291				
AHECGBEH_05626	CDS	486				hypothetical protein
AHECGBEH_05626	gene	486				
AHECGBEH_05627	CDS	474				hypothetical protein
AHECGBEH_05627	gene	474				
AHECGBEH_05628	CDS	558		2.4.2.8		hypoxanthine-guanine phosphoribosyltransferase
AHECGBEH_05628	gene	558				
AHECGBEH_05629	CDS	639	upp	2.4.2.9		uracil phosphoribosyltransferase
AHECGBEH_05629	gene	639	upp			
AHECGBEH_05630	CDS	1284	uraA			uracil permease
AHECGBEH_05630	gene	1284	uraA			
AHECGBEH_05631	CDS	549				hypothetical protein
